"OBJECTID","SITE_CD","STRM_NM","MS_CD","UID","DT","MRG_SITE_CD","VST_NMBR","MIDLAT","MIDLONG","PRJCT","PRTCL","STRTM","DSGN_TYP","INDCTR_CLLCTD","STRM_ORDR","STRM_SZ_ORDER","STRM_SZ_BNK","NAMC_BENCHMARK","ECRGN","CLIMATE","BTMLAT","BTMLONG","TRLAT","TRLONG","TOT_RCH_LEN","FLD_STATUS","PCT_OVRHD_CVR","BK_OVRHD_CVR","VEG_CMPLXTY","RPRN_VEG_CNPY_CVR","RPRN_VEG_UNDRSTRY_CVR","RPRN_VEG_GC","NON_NTVE_WDY","NTVE_WDY","NON_NTVE_HRB","NTVE_HRB","SDGE_RSH","INVSVE_INVRT_SP","OBSRVD_INVRT_RCHNSS","EXPCTD_INVRT_RCHNSS","OE_MACROINVRTBRTE","MMI_MACROINVRTBRTE","OE_MMI_MOD_USD","MOD_APPLCBLTY","MACROINVRTBRTE_CNT","TTL_N","PRD_TTL_N","TTL_P","PRD_TTL_P","SPCFC_CNDCTNCE","PRD_SPCFC_CNDCTNCE","pH","INSTNT_TEMP","MN_AG_TEMP","TRBDTY","PCT_PL","RES_PL_DEP","NM_PL","PL_FREQ","LWD_FREQ","LWD_VL","PCT_FN2","PCT_FN6","D16","D84","D50","GMTRC_MN_PRTCLE_DIAM","PL_TL_FN2","PL_TL_FN6","BankCoverFoliar","BankCoverBasal","BnkCoverFoliar_Stab","BNK_STBLTY","BNK_CVR_BDRCK","BNK_CVR_CBBLE","BNK_CVR_LWD","BnkCoverFoliarVeg","BnkCoverBasalVeg","BNKFLL_HT","INCSN_HT","CHN_INCSN","FLDPLN_CNNCTVTY","INSTRM_HBTT_CMPLXTY","BNK_AN","THLWG_DEP_CV","THLWG_DEP_MN","PCT_DRY","BNKFLL_WT","WTTD_WT","FLD_WT","ENTRCH","SLPE","SNSTY","HMNINFLNC","BVR_FLW_MD","BVR_SGN","SD_CHNNLS","WTR_WTHDRWL","geometry"
7021,"NPRA15-SS-9235",NA,"NPRA15-9235","8EB0F6AC-0B82-4306-A1EE-C9838C45DC06",2017-07-13,NA,"1",69.784389,-160.516949,"AK_ArcticDO","WADEABLE","NPRA West","Random","Core","2",NA,"SmallWadeable",NA,"Arctic Coastal Plain",NA,69.784594,-160.516212,69.784273,-160.519283,150,"Sampled - Full Reach",2.5,58.3,1.13,0,0.29,0.07,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,7.88,14.7,NA,0.87,NA,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,NA,100,NA,100,0,0,0,NA,99,0.2,0.3,-0.7,1.16,0.18,NA,0.57,0.91,0,6.2,4.23,16.2,3,0.15,1.22,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-160.516980182413, 69.7843881209556)
7022,"NPRA15-SS-9215",NA,"NPRA15-9215","C403B548-A87D-4CE5-8BFC-AFB748AA5765",2017-07-16,NA,"1",70.216911,-159.735538,"AK_ArcticDO","WADEABLE","NPRA West","Random","Core","2",NA,"LargeWadeable",NA,"Arctic Coastal Plain",NA,70.216921,-159.737945,70.21723,-159.733024,204.8,"Sampled - Full Reach",9.1,17.6,1.83,0,0.6,0.36,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,7.06,13.1,NA,2.2,NA,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,NA,98,NA,100,0,0,0,NA,97,0.23,0.23,-1,1,0,NA,0.79,0.82,1,15.04,9.42,14.45,2.14,0.7,1.09,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-159.7355699486, 70.2169102214852)
7023,"BS-LS-1001","Cascade Creek","AK_AN_BSWI-1001","A166C631-6674-434E-A73B-6D9EA0BB4C99",2017-08-01,NA,"1",63.66854,-160.751252,"AK_AnchorageFO","WADEABLE","BSWI","Random","Core","2",NA,"SmallWadeable",NA,"Interior Forested Lowlands and Uplands",NA,63.669094,-160.751738,63.668098,-160.750427,150,"Sampled - Full Reach",71.8,96.8,1.45,0,0.27,0.13,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.6,NA,6.74,6.2,NA,1.28,9.73,0.25,3,20,1.333,0.058,0,0,45,189,98,7,NA,NA,NA,98,NA,100,0,25,0,NA,60,0.16,0.34,-0.55,NA,0.72,NA,NA,NA,NA,3.67,2.87,3.7,1.41,3.15,1.17,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-160.751276289894, 63.668539655187)
7024,"BS-SS-1022","NO NAME","AK_AN_BSWI-1022","1104A3EE-B11F-4EEB-A8E8-2394B1252955",2018-08-02,NA,"1",62.128868,-160.067061,"AK_AnchorageFO","WADEABLE","BSWI","Random","Core","1",NA,"SmallWadeable",NA,"Interior Forested Lowlands and Uplands",NA,62.12934,-160.067343,62.128097,-160.066972,150,"Sampled - Interrupted Flow",86,93,1.59,0.13,0.6,0.25,0,100,0,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.5,NA,7.54,5.3,NA,1.35,6.5,0.16,9,60,0,0,60,70.5,1,15,2,2,NA,NA,NA,100,NA,100,0,0,0,NA,87,0.32,0.48,-0.59,1.34,0.72,NA,NA,NA,NA,1.56,0.67,7.12,3,NA,1.07,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-160.067084151904, 62.1288679115821)
7025,"GJ-LS-10749","Big Dominguez Creek","BLMMaster-10749","F157FAC4-703B-42FB-A948-3FA133B62422",2016-09-03,NA,"1",38.76821,-108.493344,"CO_SouthwestDO","WADEABLE","GRAND JUNCTION FIELD OFFICE","Random","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.76821,-108.493344,38.768828,-108.493782,150,"Sampled - Full Reach",44.8,76.7,0.82,0.01,0.23,0.17,0,95,5,100,64,"ABSENT",NA,NA,NA,34.6,"CO-EDAS2017 - Biotype 1",NA,294,NA,214.1,NA,19.5,316,368.4,8.37,15.7,16.48,NA,37.83,0.32,13,86.7,0,0,27.2,27.7,2,424,33,5,NA,NA,NA,76,NA,86,27,17,0,NA,26,0.37,0.8,-0.28,1.82,0.52,NA,0.54,0.2,0,3.65,2.08,6.19,1.7,4.43,1.91,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-108.493354779153, 38.7682160462302)
7027,"RO-LS-1133","BONITO, RIO","NM_SONM_STANDARD_2018-1133","BF7D778B-79E3-46EA-B1B6-1665BA9D636D",2018-08-23,NA,"1",33.470203,-105.347955,"NM_SouthernNewMexico","WADEABLE","ROSWELL FIELD OFFICE","Random","Core","4","LS","SmallWadeable","SouthwestMountains_SmallWadeable","SouthwestMountains","Mountains",33.469818,-105.347351,33.47043,-105.348454,150,"Sampled - Full Reach",88.5,98.7,1.27,0.03,0.25,0.43,0,100,100,100,27,"ABSENT",6,6.06537386,0.98922179,NA,"Westwide2018_OtherEcoregions","Pass",300,1154.5,241.9,418.7,30.6,976,555,8.11,17.5,18.55,130.67,0,NA,0,0,4,0.247,41.4,42.9,1,70,15,3,NA,NA,NA,14,NA,83,0,0,0,NA,23,0.52,0.79,-0.44,NA,0.59,127,NA,NA,NA,4.36,3.1,12.51,3,0.73,1.22,NA,"NONE","RARE","ABSENT","ABSENT",c(-105.34796461109, 33.4702084626045)
7028,"DKH-TR-1113","EAST FORK GLEN CREEK","DKH-TR-1113","E3AEEF67-40A8-487C-9475-113B1A52989B",2018-08-15,NA,"1",63.565836,-150.731346,"AK_DenaliNP","WADEABLE",NA,"Targeted","Core","1",NA,"SmallWadeable",NA,"Alaska Range",NA,NA,NA,63.565207,-150.730985,150,"Sampled - Full Reach",1.5,32.9,1.07,0,0.33,0.38,0,100,5,100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,543,NA,6.35,4.7,NA,0.3,0,NA,0,0,0,0,2.7,6.3,21,172,72,6,NA,NA,NA,98,NA,93,0,33,0,NA,50,0.2,0.37,-0.56,1.45,0.16,NA,NA,NA,NA,4.04,2.9,10.02,2.3,4.76,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-150.731370848282, 63.5658373420975)
7029,"DKH-TR-1084","FRIDAY CREEK","DKH-TR-1084","EF9E7C50-C473-41B8-B047-A1F19CE89938",2018-08-13,NA,"1",63.541025,-150.977587,"AK_DenaliNP","WADEABLE",NA,"Targeted","Core","2",NA,"SmallWadeable",NA,"Alaska Range",NA,63.541004,-150.97897,63.541498,-150.976231,150,"Sampled - Full Reach",31.1,77.8,1.4,0,0.43,0.57,0,100,0,100,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,NA,6.3,5.32,NA,0.96,1.79,0.28,1,6.7,0,0,14.2,19.5,5,225,57,5,NA,NA,NA,100,NA,88,1,54,0,NA,37,0.37,0.59,-0.49,1.37,0.28,NA,NA,NA,NA,4.94,3.2,7.54,1.6,8.35,1.02,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-150.977611821577, 63.5410263021251)
7030,"AA-012-2016","Gold Creek","AA-012-2016","F942128A-DDC8-4C3C-BD53-C79FBFEFD14D",2016-08-13,NA,"1",67.512401,-149.852408,"AK_CentralYukonFO","WADEABLE",NA,"Targeted","Core","3",NA,"LargeWadeable",NA,"Brooks Range",NA,67.512274,-149.85461,67.512198,-149.850094,200,"Sampled - Full Reach",10,36.4,0.77,0.07,0.38,0.22,0,100,0,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,NA,8.73,11.7,NA,0.92,NA,NA,NA,NA,7,0.305,14.9,14.9,10,114,41,4,NA,NA,NA,43,NA,69,0,26,0,NA,14,0.36,1.03,-0.11,2.3,0.31,NA,0.29,0.24,0,11.13,6.07,NA,NA,1.56,1.04,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-149.852436899896, 67.5124022214839)
7031,"TA-LS-18402","EMBUDO CREEK","BLMMaster-18402","EBE44680-C7F4-482A-A4A5-7BEF0513F796",2017-07-07,NA,"1",36.188068,-105.769086,"NM_FarmingtonDO","WADEABLE","TAOS FIELD OFFICE","Random","Core","4","LS","LargeWadeable","SouthernRockies_LargeWadeable","SouthernRockies","Mountains",36.188497,-105.770254,36.188951,-105.768033,266.8,"Sampled - Full Reach",21.4,89.6,0.78,0.03,0.08,0.17,0,100,55,100,86,"ABSENT",7,7.91697335,0.88417627,NA,"Westwide2018_OtherEcoregions","Pass",300,236.9,145,17.7,20.8,330.6,240.4,8.38,15.9,17.3,4.45,19.34,0.92,3,11.2,0.75,0.033,1,1,80,261,145,8,NA,NA,NA,76,NA,100,7,26,0,NA,36,0.29,0.51,-0.49,NA,0.46,NA,0.5,0.51,0,12.31,11.16,14.65,1.8,1.46,1.3,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-105.76909592167, 36.1880738599658)
7032,"GS-LS-9026","Sand Creek","BLM14-9026","2071742259",2015-06-27,NA,"1",37.813264,-111.46799,"UT_GrandStaircaseEscalanteNM","WADEABLE","Grand Staircase Escalante Nat Monument","Random","Core","3","LS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",37.813059,-111.468675,37.813698,-111.467976,150,"Sampled - Full Reach",54.3,70,1.08,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",6,6.31659313,0.94987913,NA,"UT_DEQ_2015",NA,400,40.1,174.9,42.2,27.6,579,418.7,8.44,18.1,18.48,NA,24.85,0.42,5,33.3,0,0,31.9,39,1,261,22,4,NA,NA,NA,74,NA,93,NA,NA,NA,NA,NA,0.45,1.11,-0.12,1.91,0.2,92,0.47,0.3,0,4.77,3.31,NA,NA,2.17,1.6,NA,"NONE","ABSENT","PRESENT",NA,c(-111.468001293412, 37.813269721401)
7033,"GL-LS-1026","Unamed","GAFO-1026","751EF5F5-E844-4AD1-8043-DF804FD1540E",2016-07-18,NA,"1",63.407931,-146.959073,"AK_GlennallenFO","WADEABLE","Glennallen Field Office","Random","Core","3",NA,"SmallWadeable",NA,"Alaska Range",NA,63.407299,-146.959854,63.408528,-146.958337,164.52,"Sampled - Full Reach",0,16.6,0.8,0,0.83,0.04,0,91,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,6.72,12.46,NA,0,NA,NA,NA,NA,0,0,0,0,56,705,300,11,NA,NA,NA,90,NA,100,0,44,0,NA,46,0.21,0.67,-0.25,1.86,0.91,NA,0.29,0.38,0,8.94,7.9,NA,NA,8.18,1.05,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-146.959097734944, 63.4079329914918)
7034,"SA-SS-13690","EZRA CREEK","BLMMaster-13690","96528C98-7163-4175-A591-5147A544C186",2017-08-02,NA,"1",44.823407,-113.998603,"ID_SalmonFO","WADEABLE","Salmon Field Office","Random","Core","2","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.823111,-113.997807,NA,NA,150,"Sampled - Full Reach",67.5,70.9,1.51,0.35,0.18,0.25,0,100,27,100,0,"ABSENT",7,13.424857,0.521421,NA,"ColumbiaRiverBasin_PIBO","Fail",300,97.5,115,48.8,38.3,245.1,144.7,7.82,14.1,12.54,NA,2.93,0.16,3,20,27.333,1.459,29,32.9,2,82,22,3,NA,NA,NA,76,NA,100,2,25,10,NA,23,0.15,0.28,-0.63,NA,NA,139,0.42,0.08,0,1.92,1.23,4.4,2.66,8.75,NA,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-113.998615804035, 44.8234132654078)
7035,"WD-TR-014","West Deep Creek","WD-TR-014","27B3C3E8-EC50-494D-AC8C-CEF6EF4DC092",2016-09-03,NA,"1",40.010771,-114.0234,"UT_WestDesertDO","WADEABLE",NA,"Targeted","Core","4","LS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",40.011288,-114.022756,40.010505,-114.024016,150,"Sampled - Full Reach",72.9,98.1,1.17,0,0.2,0.4,5,100,100,100,91,"ABSENT",6,6,0.99,NA,"UT_DEQ_2015",NA,400,326.6,222.2,37.5,36.5,452.2,424.7,8.05,13.8,17.73,NA,37.15,0.24,14,93.3,0.667,0.029,40.4,45.5,1,41,10,3,NA,NA,NA,26,NA,14,0,1,0,NA,34,0.2,0.55,-0.35,NA,0.73,NA,0.42,0.22,0,1.39,1.24,3.62,2.6,1.03,1.09,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-114.023412056879, 40.0107767895766)
7036,"SR-SS-1019","UNNAMED","UT_WD_SHEEPROCK-1019","2D79C3FC-E939-4FFF-8C4D-4D806608E7B5",2017-06-09,NA,"1",39.800684,-112.124262,"UT_WestDesertDO","WADEABLE","SheepRock","Random","Core","0","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.80097,-112.124896,39.800611,-112.12344,150,"Sampled - Full Reach",9.6,26.5,1.2,0,0,0,0,100,14,100,0,"ABSENT",3,8.11177451,0.36983277,NA,"UT_DEQ_2015",NA,96,434.7,190.6,112.6,39.1,367.9,201.1,8.58,12,NA,NA,0,NA,0,0,0,0,89.5,93.3,2,2,2,1,NA,NA,NA,7,NA,86,0,0,0,NA,15,0.08,0.13,-0.83,1.27,0.08,NA,0.41,0.02,0,0.97,0.39,1.55,1.42,4.15,1.15,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-112.124273657253, 39.8006899108967)
7037,"FMD-TR-1340","SIMON CREEK","FMD-TR-1340","739275FA-E0AF-408A-9C75-AA2C9AE856B5",2017-08-08,NA,"1",36.829275,-107.662619,"NM_FarmingtonDO","WADEABLE",NA,"Targeted","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",36.828829,-107.662446,36.829931,-107.662872,150,"Sampled - Interrupted Flow",36.1,77.3,0.85,0.1,0.11,0.1,0,91,77,95,77,"ABSENT",2,5.53984481,0.36102094,NA,"Westwide2018_OtherEcoregions","Fail",12,138.5,325.3,14,24.2,134.7,458.8,7.36,20.8,16.33,2.96,0,NA,0,0,1.333,0.819,92.5,92.5,2,2,2,1,NA,NA,NA,64,NA,86,15,0,0,NA,40,0.35,0.67,-0.37,NA,0.03,NA,NA,0.01,20,4.58,0.66,7.45,1.31,1.93,1.17,NA,"NONE","RARE","ABSENT","ABSENT",c(-107.662629397944, 36.8292808384008)
7038,"GL-LS-1088","Little Tok River","GAFO-1088","B88085C2-43A6-4099-8934-0E2A845302F3",2016-08-12,NA,"1",62.764092,-143.29735,"AK_GlennallenFO","WADEABLE","Glennallen Field Office","Random","Core","2",NA,"SmallWadeable",NA,"Wrangell Mountains",NA,62.764774,-143.297588,62.763614,-143.296316,150,"Sampled - Full Reach",4.1,31.8,0.78,0.04,0.39,0.34,0,82,0,100,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387,NA,8.58,10.43,NA,0,NA,NA,NA,NA,0,0,4.3,5.3,36,90,55,5,NA,NA,NA,2,NA,74,0,8,0,NA,7,0.24,0.62,-0.32,1.73,0.15,NA,0.17,0.3,0,6.33,5.35,NA,NA,1.38,1.04,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-143.297374111101, 62.7640946433545)
7039,"MN-LS-1019","Mill Creek","BLM13-1019","9432231325",2014-08-01,NA,"1",44.529074,-114.312991,"WRSA","WADEABLE","MT_NROCK","Random","Core","3","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.529697,-114.312422,44.528655,-114.313535,150,"Sampled - Full Reach",75.3,92.8,1.55,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",14,14.775187,0.947535,NA,"ColumbiaRiverBasin_PIBO","Pass",300,109,109.8,19.5,24.4,146.9,136.7,8.25,13.6,12.39,NA,25.03,0.31,9,60,14,4.384,27.1,28.1,1,81,25,3,NA,NA,NA,30,NA,92,NA,NA,NA,NA,NA,0.36,0.99,-0.14,2.03,0.53,115,0.33,0.29,0,5.5,3.44,NA,NA,3.89,1.03,NA,"NONE","RARE","ABSENT",NA,c(-114.313003812439, 44.5290802096779)
7040,"MN-LS-1013","SOUTH FORK JOHN DAY RIVER","BLM13-1013","11852",2013-07-01,NA,"1",44.1431,-119.4997,"WRSA","WADEABLE","MT_NROCK","Random","Core","4","LS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.1431,-119.5005,44.1422,-119.499,200,"Sampled - Full Reach",27.4,69.2,1.46,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",7,14.247095,0.491328,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,162.1,148.3,5,32.4,554,172.7,9.8,21,17,NA,NA,NA,NA,NA,0.5,0.029,44.8,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,100,NA,NA,NA,NA,NA,0.33,0.63,-0.4,1.49,0.4,NA,0.33,0.39,0,6.63,4.99,NA,NA,0.61,1.28,NA,"NONE","ABSENT","ABSENT",NA,c(-119.499713694766, 44.1431056893068)
7041,"TA-SS-55266","TRAMPAS, RIO DE LAS","BLMMaster-55266","4C940FA7-B9FE-4BBD-B9BA-978ACD6ADEEF",2017-07-19,NA,"1",36.166014,-105.792939,"NM_FarmingtonDO","WADEABLE","TAOS FIELD OFFICE","Random","Core","2","SS","SmallWadeable","SouthernRockies_SmallWadeable","SouthernRockies","Mountains",36.166138,-105.793696,36.165327,-105.792903,150,"Sampled - Full Reach",53.7,84,0.62,0.03,0.05,0.15,0,100,41,91,45,"ABSENT",6,6.21821316,0.96490742,NA,"Westwide2018_OtherEcoregions","Pass",300,225.3,131.6,30.5,22.3,318.9,130,8.29,19.2,16.06,5.38,28.27,0.59,9,60,3.636,2.148,5.7,8.1,12,173,58,6,NA,NA,NA,95,NA,95,48,17,2,NA,17,0.23,0.43,-0.52,NA,0.43,NA,0.54,0.4,0,3.07,2.58,5.65,1.4,5.29,1.31,NA,NA,NA,"ABSENT",NA,c(-105.792948925037, 36.1660198552838)
7042,"MN-RO-1084","POWDER RIVER","BLM13-1084","12616",2013-09-23,NA,"1",44.8106,-117.35,"WRSA","WADEABLE","MT_NROCK","Random","Core","5","RV","LargeWadeable","NorthernRockies_LargeWadeable","NorthernRockies","Mountains",44.8108,-117.3464,44.8104,-117.3538,600,"Sampled - Full Reach",0,29.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",7,14.616179,0.478921,NA,"OR_WesternCordillera_ColumbiaPlateau","Pass",300,487.9,139.9,107.2,28.5,545,142.3,8.72,14.5,17.37,NA,NA,NA,NA,NA,0,0,12.4,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,0.33,0.66,-0.37,1.45,0.43,NA,0.42,0.4,0,16.7,14.32,NA,NA,0.64,1.02,NA,"NONE","ABSENT","PRESENT",NA,c(-117.350013440703, 44.8106059463449)
7043,"NPRA15-TR-002","Oil Creek","NPRA15-TR-002","E8D8154B-9C29-421B-A1F1-93F0F8F5E7E5",2016-06-29,NA,"1",70.302297,-151.281356,"AK_ArcticDO","WADEABLE",NA,"Targeted","Core","4",NA,"LargeWadeable",NA,"Arctic Coastal Plain",NA,70.301586,-151.281883,70.302273,-151.278727,190.96,"Sampled - Full Reach",0,1.5,0.8,0,0.74,0,0,100,0,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249,NA,7.8,11.4,NA,0.7,NA,NA,NA,NA,0,0,100,100,1,1,1,1,NA,NA,NA,100,NA,100,0,0,0,NA,76,0.09,0.99,0,2.68,0,NA,0.63,0.68,0,12.66,9.93,NA,NA,0.13,1.36,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-151.281388790981, 70.3022977597143)
7044,"XS-SS-6095","Garden Creek","BLM13-6095","7455190146",2015-06-13,NA,"1",39.462558,-114.538166,"WRSA","WADEABLE","XE_SOUTH","Random","Core","2","SS","SmallWadeable","SouthernXericBasin_SmallWadeable","SouthernXericBasin","Xeric",39.462601,-114.537401,39.461923,-114.538492,150,"Sampled - Full Reach",73.1,73,1.21,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,42.49042276,"NV_MMI","Pass",300,283.4,151.4,23.6,16.6,96.6,223.4,7.07,10.3,13.11,NA,9.94,0.14,11,73.3,1.333,0.058,17.7,20.8,1,115,24,4,NA,NA,NA,33,NA,71,NA,NA,NA,NA,NA,0.17,0.44,-0.44,2.03,0.78,119,0.28,0.11,0,1.58,1.16,NA,NA,10.23,1.25,NA,"NONE","ABSENT",NA,NA,c(-114.538178084725, 39.4625636916703)
7045,"SB-LS-23795","CRAB CREEK","BLMMaster-23795","929780C4-3709-4AA4-9ECA-8124E7D81E5D",2017-07-24,NA,"1",47.299609,-118.210318,"WA_SpokaneDO","WADEABLE","SPOKANE BORDER FIELD OFFICE","Random","Core","4","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",47.299231,-118.211047,47.299325,-118.209425,150,"Sampled - Full Reach",12.4,97.3,1.3,0.02,0.02,0.02,0,18,100,100,9,"ABSENT",2,4.78062976,0.41835492,NA,"Westwide2018_OtherEcoregions","Fail",300,2050.2,165.8,69,34.6,374.1,216,8.16,19.1,17.89,NA,15.2,0.64,2,13.3,0,0,42.4,42.9,1,4098,20,6,NA,NA,NA,55,NA,90,0,0,0,NA,46,0.28,0.65,-0.32,NA,NA,106,0.21,0.87,0,4.66,4.36,13.2,3,0.05,1.22,NA,"NONE","ABSENT","ABSENT","ABSENT",c(-118.210332115688, 47.2996150414023)
7046,"SU-LS-8313","POISON CANYON SPRING","BLM13-8313","12474",2013-07-21,NA,"1",41.8296,-120.0382,"CA_NorthernCaliforniaDO","WADEABLE","Surprise","Random","Core","3","LS","SmallWadeable","NorthernXericBasin_SmallWadeable","NorthernXericBasin","Xeric",41.8304,-120.0386,41.8287,-120.038,200,"Sampled - Full Reach",6.7,30.2,0.88,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,43.24052581,"NV_MMI","Pass",300,1282.8,166.9,721,50.6,655,209.1,9.41,27.9,16.05,NA,NA,NA,NA,NA,0.5,0.524,18.1,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,100,NA,NA,NA,NA,NA,0.18,0.31,-0.63,1.35,0.68,NA,0.69,0.16,0,6.77,4.97,NA,NA,1.12,1.02,NA,NA,NA,"ABSENT",NA,c(-120.038213391447, 41.8296054634767)
7047,"SA-SS-14538","FERRY CREEK","BLMMaster-14538","3392442A-9932-4FA4-B317-102269CF1D84",2017-08-15,NA,"1",44.746266,-113.538153,"ID_SalmonFO","WADEABLE","Salmon Field Office","Random","Core","1","SS","SmallWadeable","NorthernRockies_SmallWadeable","NorthernRockies","Mountains",44.747032,-113.538289,44.745835,-113.538746,150,"Sampled - Full Reach",58.8,73,2.18,0.37,0.34,0.33,0,100,100,100,100,"ABSENT",12,14.692936,0.816719,NA,"ColumbiaRiverBasin_PIBO","Fail",300,281.4,197.7,69.9,23.4,198.7,185.7,8.15,11.6,11.42,NA,0,NA,0,0,22,1.873,42.5,45,2,74,16,3,NA,NA,NA,100,NA,100,0,4,12,NA,82,0.14,0.31,-0.57,NA,NA,133,0.25,0.19,0,4.06,2.61,4.35,3,3.98,1.09,NA,"NONE","ABSENT","PRESENT","PRESENT",c(-113.538165697762, 44.7462723012857)
7048,"CY-RV-1055","BIG SALT RIVER","CYFO-1055","FCB99B46-890B-49B8-9011-DBAC27337B1F",2017-07-06,NA,"1",65.873682,-149.934383,"AK_CentralYukonFO","WADEABLE","CY-UtilityCorridor","Random","Core","4",NA,"LargeWadeable",NA,"Interior Forested Lowlands and Uplands",NA,65.873888,-149.931263,65.872017,-149.934775,444,"Sampled - Full Reach",16.6,55.1,1.54,0,0.28,0.25,0,100,0,100,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.5,NA,NA,15.3,NA,0.18,26.78,0.87,3,6.8,24.099,4.437,9.3,9.3,20,90,50,5,NA,NA,NA,43,NA,62,0,11,2,NA,27,0.87,0.92,-0.81,1.04,0.64,NA,0.47,0.67,0,21.64,13.86,67.8,3,0.19,1.69,NA,"NONE","ABSENT","PRESENT","ABSENT",c(-149.934410044999, 65.8736833205554)
7049,"XE-SS-5153","Oak Creek","BLM13-5153","7469845862",2014-07-21,NA,"1",38.896148,-108.037089,"WRSA","WADEABLE","XE_EPLAT","Random","Core","2","SS","SmallWadeable","EasternXericBasin_SmallWadeable","EasternXericBasin","Xeric",38.895462,-108.037396,38.896589,-108.037402,150,"Sampled - Full Reach",67,87.4,1.47,NA,NA,NA,NA,NA,NA,NA,NA,"ABSENT",NA,NA,NA,41.5,"CO-EDAS2017 - Biotype 1",NA,150,258,172.7,49.8,23.3,231.4,352.2,8.29,18.1,14.97,NA,13.87,0.24,11,73.3,2.667,0.233,11.1,12.5,10,174,45,5,NA,NA,NA,31,NA,76,NA,NA,NA,NA,NA,0.5,1.6,0.08,2.45,0.5,124,0.35,0.23,0,2.92,1.96,NA,NA,5.97,1.2,NA,"NONE","ABSENT","PRESENT",NA,c(-108.037099694929, 38.8961540944706)
