"SITE_ID","YEAR","VISIT_NO","LTMXSPP","LTMXDIST","LTMXDBH","LTMXSIZE","LTMXHT","LTMXCNT","LTMDDIST","LTMDDOM","LTMDSUB","LTMDDOMN","LTMDSUBN","LTSPLIST","LTFRACS","LTFRACM","LTFRACL","LTFRACX" 
"WNDP99-0689",2003,1,"Poplar/Cottonwood",45,".3-.75","L","15-30",10,25.555555556,"Maple/Boxelder","Poplar/Cottonwood",6,2,"BOXELDER,BOXELDER,COTTONWOOD,BOXELDER,BOXELDER,COTTONWOOD,BOXELDER,BOXELDER,BOXELDER,SNAG",10,10,5,0 
"WNDP99-0700",2003,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNDP99-0701",2002,1," ",11,".1-.3","S","<5",2,10.5," "," ",2, ,"BUFFALO BERRY,BUFFALO BERRY",2,0,0,0 
"WNDP99-0703",2002,1,"Poplar/Cottonwood",45,">2","X","15-30",11,27.363636364,"Poplar/Cottonwood"," ",11, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,11,11,1 
"WNDP99-0706",2003,1,"Maple/Boxelder",25,".3-.75","M","5-15",7,16.714285714,"Maple/Boxelder"," ",7, ,"BOXELDER,BOXELDER,BOXELDER,BOXELDER,BOXELDER,BOXELDER,BOXELDER",7,3,0,0 
"WNDP99-0707",2003,1," ",18,".1-.3","M","5-15",10,10.5," "," ",4, ,"RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE,RUSSIAN OLIVE",10,1,0,0 
"WNDP99-0711",2003,1,"Ash",6,".3-.75","L","15-30",11,12.5,"Maple/Boxelder","Ash",6,2,"ASH,BOXELDER,ASH,BOXELDER,BOXELDER,ASH,BOXELDER,BOXELDER,BOXELDER,BOXELDER,BOXELDER",11,8,5,0 
"WNDP99-0712",2003,1,"Snag",20,".1-.3","M","5-15",11,24.272727273,"Maple/Boxelder"," ",5,4,"BUFFALOBERRY,BUFFALOBERRY,BOXELDER,BUFFALOBERRY,SNAG,BUFFALOBERRY,SNAG,BOXELDER,BOXELDER,BOXELDER,BOXELDER",11,5,0,0 
"WNDP99-0713",2003,1,"Unknown",6,"0-0.1","S","<5",2,5.5,"Unknown"," ",2, ,"UNKNOWN,UNKNOWN",2,0,0,0 
"WNDP99-0714",2003,1,"Maple/Boxelder",3,".1-.3","M","15-30",11,9,"Maple/Boxelder","Snag",9,1,"BOXELDER,BOXELDER,SNAG,BOXELDER,BOXELDER,BOXELDER,BOXELDER,BOXELDER,BUFFALOBERRY,BOXELDER,BOXELDER",11,10,0,0 
"WNDP99-0716",2003,1,"Poplar/Cottonwood",30,".3-.75","L","15-30",11,31.333333333,"Oak","Maple/Boxelder",4,1,"COTTONWOOD,BOXELDER,CHOKECHERRY,OAK,OAK,OAK,OAK,OAK,OAK,OAK,OAK",11,10,4,0 
"WNDP99-0717",2003,1,"Maple/Boxelder",20,".3-.75","L","15-30",11,16.888888889,"Ash","Maple/Boxelder",5,4,"BOXELDER,BOXELDER,BOXELDER,ASH,ASH,BOXELDER,ASH,ASH,BOXELDER,ASH,ASH",11,11,9,0 
"WNVP99-0503",2000,1,"Poplar/Cottonwood",3,".75-2","L","15-30",11,2.875,"Poplar/Cottonwood"," ",8, ,"ASPEN,ASPEN,WILLOW,WILLOW,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,8,3,0 
"WNVP99-0505",2000,1,"Poplar/Cottonwood",1,".75-2","L","15-30",11,2.4,"Poplar/Cottonwood"," ",10, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,2,0 
"WNVP99-0509",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0511",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0514",2000,1,"Poplar/Cottonwood",5,">2","X","15-30",11,9.1111111111,"Poplar/Cottonwood"," ",10, ,"ASPEN,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,11,11,10 
"WNVP99-0516",2000,1,"Willow",1,".1-.3","M","5-15",11,3.125,"Willow"," ",8, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,8,0,0 
"WNVP99-0518",2000,1,"Poplar/Cottonwood",10,".75-2","L","15-30",11,6.4,"Poplar/Cottonwood"," ",5, ,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD",11,11,3,0 
"WNVP99-0519",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0520",2000,1,"Poplar/Cottonwood",1,".75-2","L","15-30",11,2.25,"Alder/Birch","Poplar/Cottonwood",4,3,"ASPEN,WILLOW,ASPEN,ASPEN,ALDER,ALDER,WILLOW,ALDER,WILLOW,ALDER,ALDER",11,11,3,0 
"WNVP99-0521",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0522",2000,1,"Willow",2,".3-.75","L","15-30",11,5.3636363636,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,11,8,0 
"WNVP99-0524",2000,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0555",2001,1,"Willow",1,"0-0.1","S","5-15",7,1,"Willow"," ",7, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",7,0,0,0 
"WNVP99-0556",2001,1,"Willow",3,"0-0.1","S","5-15",8,4.5,"Willow"," ",8, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",8,0,0,0 
"WNVP99-0557",2001,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0559",2001,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0561",2001,1,"Poplar/Cottonwood",4,".1-.3","M","5-15",11,4.0909090909,"Poplar/Cottonwood"," ",11, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,4,0,0 
"WNVP99-0562",2001,1,"Willow",25,".1-.3","M","5-15",10,8.4,"Willow"," ",10, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",10,1,0,0 
"WNVP99-0566",2001,1,"Willow",4,"0-0.1","S","5-15",11,2.1818181818,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,0,0,0 
"WNVP99-0570",2001,1,"Pine",7,".1-.3","M","5-15",11,14.1,"Juniper","Pine",7,3,"PINE,PINE,PINE,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER",11,9,0,0 
"WNVP99-0571",2004,1,"Pine",12,".75-2","X",">30",11,14.272727273,"Pine"," ",11, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE",11,11,11,1 
"WNVP99-0573",2001,1,"Willow",8,".1-.3","M","5-15",3,8,"Willow"," ",3, ,"WILLOW,WILLOW,WILLOW",3,3,0,0 
"WNVP99-0576",2001,1,"Willow",1,"0-0.1","S","<5",11,1,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,0,0,0 
"WNVP99-0577",2001,1,"Juniper",1,".3-.75","M","5-15",11,3.75,"Juniper","Alder/Birch",7,1,"JUNIPER,JUNIPER,JUNIPER,JUNIPER,WILLOW,JUNIPER,ALDER,JUNIPER,JUNIPER,ALDER,ALDER",11,8,0,0 
"WNVP99-0608",2002,1," ",3,".1-.3","S","<5",7,0.8571428571,"Willow"," ",6,1,"RUSSIAN OLIVE,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",7,0,0,0 
"WNVP99-0612",2002,1,"Willow",1,".1-.3","M","5-15",10,3.1111111111,"Willow"," ",9, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",10,2,0,0 
"WNVP99-0613",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0615",2002,1,"Poplar/Cottonwood",15,".3-.75","M","5-15",9,5.3333333333,"Willow","Poplar/Cottonwood",4,2,"WILLOW,WILLOW,WILLOW,ASPEN,WILLOW,ASPEN,WILLOW,WILLOW,WILLOW",9,1,0,0 
"WNVP99-0617",2002,1,"Poplar/Cottonwood",5,".3-.75","L","15-30",11,4.4285714286,"Poplar/Cottonwood"," ",7, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,3,0 
"WNVP99-0620",2002,1,"Willow",0,"0-0.1","S","<5",2,0,"Willow"," ",2, ,"WILLOW,WILLOW",2,0,0,0 
"WNVP99-0622",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0626",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0627",2002,1,"Willow",0,"0-0.1","S","<5",11,0,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,0,0,0 
"WNVP99-0628",2002,1,"Poplar/Cottonwood",5,".3-.75","L","15-30",11,7.1666666667,"Poplar/Cottonwood"," ",6, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,3,0 
"WNVP99-0631",2002,1,"Willow",12,".1-.3","S","<5",11,3.2,"Willow"," ",10, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,0,0,0 
"WNVP99-0633",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0634",2002,1,"Poplar/Cottonwood",2,".3-.75","L","15-30",11,2.5,"Poplar/Cottonwood"," ",10, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,5,0 
"WNVP99-0635",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0663",2002,1,"Alder/Birch",3,".3-.75","M","5-15",11,3.6,"Alder/Birch","Willow",4,1,"ALDER,ALDER,ALDER,ALDER,ALDER,ALDER,ALDER,WILLOW,ALDER,ALDER,WILLOW",11,7,0,0 
"WNVP99-0668",2002,1,"Poplar/Cottonwood",3,".3-.75","M","5-15",11,11.636363636,"Poplar/Cottonwood","Willow",6,3,"ASPEN,ASPEN,WILLOW,WILLOW,UNKNOWN,WILLOW,UNKNOWN,ASPEN,ASPEN,ASPEN,ASPEN",11,7,0,0 
"WNVP99-0670",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0672",2002,1,"Poplar/Cottonwood",12,".3-.75","L","15-30",11,13.636363636,"Poplar/Cottonwood"," ",11, ,"POPLAR,POPLAR,POPLAR,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD,POPLAR/COTTONWOOD",11,11,10,0 
"WNVP99-0673",2002,1,"Unknown",25,".3-.75","M","5-15",11,5.5,"Unknown","Willow",3,3,"WILLOW,UNKNOWN,UNKNOWN,UNKNOWN,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,4,0,0 
"WNVP99-0674",2002,1,"Willow",0,".1-.3","M","5-15",11,0,"Willow"," ",11, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,2,0,0 
"WNVP99-0677",2002,1,"Poplar/Cottonwood",3,".3-.75","L","15-30",11,7,"Willow","Unknown",6,3,"COTTONWOOD,UNKNOWN,UNKNOWN,UNKNOWN,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,JUNIPER",11,11,4,0 
"WNVP99-0679",2002,1,"Poplar/Cottonwood",11,".3-.75","L","15-30",11,7.4545454545,"Poplar/Cottonwood"," ",11, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,9,0 
"WNVP99-0680",2002,1,"Willow",3,".1-.3","M","5-15",11,2.3,"Willow"," ",10, ,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW",11,1,0,0 
"WNVP99-0681",2002,1,"Pine",15,".3-.75","L","15-30",11,8.2727272727,"Poplar/Cottonwood","Pine",5,3,"ASPEN,ASPEN,PINE,UNKNOWN,PINE,UNKNOWN,UNKNOWN,ASPEN,ASPEN,ASPEN,PINE",11,11,5,0 
"WNVP99-0683",2002,1,"Poplar/Cottonwood",5,".3-.75","M","5-15",11,3.3636363636,"Willow","Poplar/Cottonwood",7,4,"WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,WILLOW,ASPEN,WILLOW,ASPEN,ASPEN,ASPEN",11,4,0,0 
"WNVP99-0686",2002,1," ", ," "," "," ", , ," "," ",11, ," ", , , ,  
"WNVP99-0687",2002,1,"Unknown",35,".1-.3","S","<5",1,35,"Unknown"," ",1, ,"UNKNOWN",1,0,0,0 
"WORP99-0503",2000,1,"Firs/Hemlock",15,".75-2","X",">30",10,14,"Firs/Hemlock"," ",6, ,"DOUGLAS FIR,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK,HEMLOCK",10,10,9,5 
"WORP99-0505",2000,1,"Firs/Hemlock",5,".75-2","X",">30",11,6,"Maple/Boxelder","Firs/Hemlock",3,2,"BIG LEAF MAPLE,DOUGLAS FIR,RED ALDER,DOUGLAS FIR,HEMLOCK,BIG LEAF MAPLE,DOUGLAS FIR,BIG LEAF MAPLE,BIG LEAF MAPLE,RED ALDER,BIG LEAF MAPLE",11,11,11,3 
"WORP99-0508",2000,1,"Firs/Hemlock",30,".75-2","L","15-30",11,21,"Firs/Hemlock","Maple/Boxelder",3,2,"DOUGLAS FIR,WESTERN HEMLOCK,DOUGLAS FIR,RED ALDER,BIG LEAF MAPLE,BIG LEAF MAPLE,RED ALDER,BIG LEAF MAPLE,RED ALDER,RED ALDER,RED ALDER",11,11,6,0 
"WORP99-0510",2000,1,"Firs/Hemlock",5,".75-2","X",">30",11,9.1428571429,"Firs/Hemlock","Pine",6,1,"FIR,FIR,NOBLE FIR,GRAND FIR,GRAND FIR,GRAND FIR,NOBLE FIR,PONDEROSA PINE,NOBLE FIR,ASPEN,NOBLE FIR",11,11,10,7 
"WORP99-0511",2000,1,"Firs/Hemlock",30,".3-.75","L",">30",11,37.727272727,"Firs/Hemlock"," ",11, ,"FIR,HEMLOCK,HEMLOCK,FIR,HEMLOCK,HEMLOCK,FIR,FIR,FIR,FIR,HEMLOCK",11,11,11,0 
"WORP99-0512",2000,1,"Spruce",18,".75-2","X",">30",10,11.111111111,"Firs/Hemlock","Spruce",6,3,"FIR,SPRUCE,FIR,FIR,SPRUCE,FIR,FIR,SPRUCE,SPRUCE,FIR,FIR",10,10,7,1 
"WORP99-0514",2000,1,"Pine",30,".75-2","X",">30",11,13.75,"Pine"," ",8, ,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE",11,11,11,6 
"WORP99-0515",2000,1,"Pine",3,".3-.75","L",">30",11,1.5714285714,"Pine"," ",7, ,"LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE",11,11,6,0 
"WORP99-0518",2000,1,"Firs/Hemlock",9,".75-2","X",">30",11,7.8888888889,"Firs/Hemlock"," ",9, ,"DOUGLAS FIR,FIR,FIR,FIR,FIR,FIR,FIR,DOUGLAS FIR,FIR,FIR,FIR",11,11,11,9 
"WORP99-0520",2000,1,"Cedar/Cypress/Sequoia",5,".75-2","X",">30",11,9.6666666667,"Maple/Boxelder","Cedar/Cypress/Sequoia",5,2,"WESTERN RED CEDAR,RED ALDER,RED ALDER,BIG LEAF MAPLE,BIG LEAF MAPLE,BIG LEAF MAPLE,BIG LEAF MAPLE,BIG LEAF MAPLE,DOUGLAS FIR,DOUGLAS FIR,WESTERN RED CEDAR",11,11,9,6 
"WORP99-0522",2000,1,"Poplar/Cottonwood",10,".3-.75","L","15-30",11,22.571428571,"Poplar/Cottonwood"," ",7, ,"ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN,ASPEN",11,11,7,0 
"WORP99-0523",2000,1,"Poplar/Cottonwood",1,".75-2","L","15-30",11,10.3,"Poplar/Cottonwood","Willow",9,1,"COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,COTTONWOOD,WILLOW,COTTONWOOD,COTTONWOOD,WILLOW",11,11,10,0 
"WORP99-0528",2000,1,"Firs/Hemlock",5,".75-2","L","15-30",9,7.1818181818,"Spruce","Firs/Hemlock",7,4,"DOUGLAS FIR,SPRUCE,SPRUCE,DOUGLAS FIR,SPRUCE,SPRUCE,SPRUCE,DOUGLAS FIR,SPRUCE,SPRUCE,DOUGLAS FIR",9,9,9,0 
"WORP99-0529",2000,1,"Pine",35,">2","X",">30",10,25,"Pine"," ",4, ,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,SPRUCE,LODGEPOLE PINE,LODGEPOLE PINE,SPRUCE",10,10,10,3 
"WORP99-0530",2000,1," ",5,".3-.75","L",">30",11,8.1818181818," ","Pine",9,2,"LARCH,LODGEPOLE PINE,LARCH,LARCH,LARCH,LARCH,As recorded.,LODGEPOLE PINE,As recorded.,As recorded.,As recorded.",11,11,11,0 
"WORP99-0538",2000,1,"Pine",15,".75-2","X",">30",8,16.375,"Pine"," ",8, ,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE",8,8,8,1 
"WORP99-0541",2000,1,"Firs/Hemlock",30,".75-2","X",">30",11,19.125,"Firs/Hemlock"," ",5,3,"FIR,FIR,FIR,FIR,LARCH,LARCH,FIR,MOUNTAIN LARCH,FIR,ALDER,FIR",11,9,8,3 
"WORP99-0542",2000,1,"Pine",10,".75-2","X",">30",11,10.818181818,"Pine"," ",11, ,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE",11,11,11,4 
"WORP99-0547",2000,1,"Juniper", ,".3-.75","L","15-30",11,10.8,"Juniper"," ",8, ,"JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER",11,7,1,0 
"WORP99-0548",2000,1,"Pine",40,".75-2","X",">30",11,27,"Pine"," ",6, ,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,ALDER,ALDER,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE",11,11,9,6 
"WORP99-0551",2000,1,"Cedar/Cypress/Sequoia",5,".75-2","L","15-30",11,7.4545454545,"Firs/Hemlock","Cedar/Cypress/Sequoia",9,2,"CEDAR,GRAND FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,GRAND FIR,CEDAR,DOUGLAS FIR,GRAND FIR,DOUGLAS FIR",11,11,11,0 
"WORP99-0554",2000,1,"Pine",12,".75-2","X",">30",11,8.3,"Firs/Hemlock","Pine",9,2,"FIR,FIR,FIR,FIR,PONDEROSA PINE,FIR,FIR,FIR,PONDEROSA PINE,FIR,FIR",11,11,11,1 
"WORP99-0559",2000,1," ",30,".75-2","X",">30",8,20,"Spruce"," ",5,3,"SPRUCE,SPRUCE,SPRUCE,SPRUCE,LARCH,SPRUCE,LARCH,SPRUCE,SPRUCE,LARCH,SPRUCE",8,8,8,5 
"WORP99-0560",2000,1,"Pine",20,".75-2","X",">30",11,15," ","Pine",4,3,"LARCH,PONDEROSA PINE,LARCH,LARCH,PONDEROSA PINE,LODGEPOLE PINE,LARCH,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE",11,9,6,1 
"WORP99-0605",2000,1,"Firs/Hemlock",1,".75-2","X",">30",10,14.111111111,"Firs/Hemlock","Pine",5,3,"DOUGLAS FIR,PONDEROSA PINE,PONDEROSA PINE,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,PONDEROSA PINE,CEDAR,CEDAR,DOUGLAS FIR",10,10,8,8 
"WORP99-0606",2000,1,"Juniper",50,".1-.3","M","15-30",2,50,"Juniper"," ",2, ,"JUNIPER,JUNIPER",2,2,0,0 
"WORP99-0607",2000,1,"Firs/Hemlock",5,".75-2","X",">30",11,13.454545455,"Firs/Hemlock"," ",10,1,"GRAND FIR,GRAND FIR,LARCH,GRAND FIR,GRAND FIR,FIR,GRAND FIR,GRAND FIR,GRAND FIR,FIR,GRAND FIR",11,11,11,4 
"WORP99-0608",2000,1," ",20,".3-.75","L",">30",11,18.181818182," "," ",11, ,"LARCH,LARCH,LARCH,LARCH,LARCH,LARCH,LARCH,LARCH,LARCH,LARCH,LARCH",11,11,11,0 
"WORP99-0613",2000,1,"Juniper",2,".3-.75","L","15-30",10,4,"Juniper"," ",10, ,"JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER,JUNIPER",10,10,4,0 
"WORP99-0622",2000,1,"Pine",40,".75-2","X",">30",11,20.428571429,"Pine"," ",7, ,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE",11,11,11,7 
"WORP99-0625",2000,1,"Firs/Hemlock",25,".75-2","X",">30",10,14.8,"Firs/Hemlock","Pine",7,3,"PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,PONDEROSA PINE,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR,DOUGLAS FIR",10,10,4,1 
"WORP99-0626",2000,1,"Pine",6,".3-.75","L","15-30",11,16.454545455,"Pine","Firs/Hemlock",8,3,"LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,LODGEPOLE PINE,NOBLE FIR,NOBLE FIR,LODGEPOLE PINE,LODGEPOLE PINE,NOBLE FIR,LODGEPOLE PINE,LODGEPOLE PINE",11,11,2,0 
"WORP99-0630",2000,1,"Alder/Birch",1,".3-.75","L",">30",11,2.8," ","Alder/Birch",5,5,"ALDER,ALDER,MOCK ORANGE,ALDER,ALDER,MOCK ORANGE,MOCK ORANGE,ALDER,UNKNOWN SMALL TREES,MOCK ORANGE,MOCK ORANGE",11,4,3,0 
"WORP99-0657",2001,1,"Cedar/Cypress/Sequoia",10,".75-2","X",">30",11,16.5,"Firs/Hemlock","Cedar/Cypress/Sequoia",6,4,"CEDAR,CEDAR,CEDAR,FIR,FIR,FIR,HEMLOCK,FIR,FIR,FIR,CEDAR",11,11,11,10 
"WORP99-0659",2001,1,"Firs/Hemlock",30,".3-.75","L",">30",10,14.428571429,"Firs/Hemlock"," ",7, ,"FIR,ALDER,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",10,10,7,0 
"WORP99-0661",2001,1,"Spruce",15,".75-2","X",">30",10,13.125,"Firs/Hemlock","Spruce",4,3,"SPRUCE,HEMLOCK,ALDER,HEMLOCK,SPRUCE,SPRUCE,ALDER,ALDER,HEMLOCK,HEMLOCK",10,10,8,4 
"WORP99-0662",2001,1,"Unknown",8,".3-.75","M","5-15",1,8,"Unknown"," ",1, ,"UNKNOWN",1,1,0,0 
"WORP99-0665",2001,1,"Pine",2,">2","X",">30",10,18.375,"Pine","Firs/Hemlock",7,1,"PINE,PINE,PINE,PINE,PINE,PINE,PINE,PINE,FIR,PINE,PINE",10,10,10,8 
"WORP99-0666",2001,1,"Poplar/Cottonwood",4,".75-2","L","15-30",3,3.3333333333,"Alder/Birch","Poplar/Cottonwood",2,1,"COTTONWOOD,ALDER/BIRCH,ALDER/BIRCH",3,3,1,0 
"WORP99-0667",2001,1,"Firs/Hemlock",1,".75-2","L","15-30",11,6.3636363636,"Firs/Hemlock"," ",11, ,"FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,11,0 
"WORP99-0677",2001,1,"Pine",40,".75-2","X",">30",11,10.454545455,"Pine","Spruce",8,3,"SPRUCE,PINE,PINE,PINE,SPRUCE,PINE,SPRUCE,PINE,PINE,PINE,PINE",11,11,11,2 
"WORP99-0685",2001,1,"Pine",50,".75-2","X",">30",7,22,"Pine"," ",5, ,"PINE,PINE,PINE,PINE,PINE,PINE,PINE",7,7,5,2 
"WORP99-0691",2001,1,"Firs/Hemlock",10,".75-2","L","15-30",11,20,"Firs/Hemlock","Pine",7,4,"FIR,PINE,FIR,FIR,PINE,PINE,FIR,FIR,PINE,FIR,FIR",11,11,11,0 
"WORP99-0692",2001,1,"Firs/Hemlock",15,".75-2","X",">30",11,17,"Firs/Hemlock","Pine",4,1,"FIR/LARCH,FIR,FIR,FIR,FIR,FIR/LARCH,PONDEROSA PINE,FIR,FIR,FIR,FIR",11,11,11,5 
"WORP99-0698",2001,1,"Firs/Hemlock",5,".75-2","X",">30",11,11.636363636,"Firs/Hemlock","Pine",10,1,"FIR,FIR,FIR,PINE,FIR,FIR,FIR,FIR,FIR,FIR,FIR",11,11,11,3 
"WORP99-0701",2001,1,"Firs/Hemlock",4,">2","X",">30",11,2.875,"Cedar/Cypress/Sequoia","Firs/Hemlock",4,3,"CEDAR,FIR,CEDAR,FIR,SPRUCE,CEDAR,FIR,CEDAR,SPRUCE,LARCH,SPRUCE",11,11,11,1 
