"SITE_ID","YEAR","VISIT_NO","FLOWTYPE","DATE_COL","TEAM_ID","EPIF_SUB","POOL_SUB","POOL_VAR","SEDI_DEP","CHAN_FLS","CHAN_ALT","CHAN_SIN","BANK_STL","BANK_STR","VEG_PROL","VEG_PROR","RIPA_VL","RIPA_VR","EMBEDDED","VELOCITY","FRQ_RIFF","FORMTYPE","SAMPTYPE","TRANSECT","RH_SUM","RH_XHAB" 
"OWW04440-0570",2004,1,"R/R",08/17/2004,"3",18, , ,15,16,17, ,9,9,9,9,9,6,16,18,16,"R"," "," ",167,12.846153846 
"OWW04440-0571",2004,1,"R/R",09/11/2004,"2",19, , ,12,19,15, ,6,6,7,7,6,5,15,20,16,"R"," "," ",153,11.769230769 
"OWW04440-0575",2004,1,"G/P",07/03/2004,"2",8,12,11,2,10,6,6,6,4,7,6,6,2,3,3,6,"P"," "," ",98,6.125 
"OWW04440-0575",2004,1,"R/R",07/03/2004,"2",9, , ,2,10,6, ,6,4,7,6,6,2,3,3,6,"R"," "," ",70,5.3846153846 
"OWW04440-0576",2004,1,"R/R",09/21/2004,"2",17, , ,19,10,20, ,8,8,10,10,10,10,20,20,19,"R"," "," ",181,13.923076923 
"OWW04440-0578",2004,1,"R/R",07/22/2004,"2",16, , ,13,19,17, ,7,7,4,4,7,3,14,16,14,"R"," "," ",141,10.846153846 
"OWW04440-0579",2004,1,"G/P",06/17/2004,"12",10,16,6,14,1,12,15,8,8,8,8,7,10, , , ,"P"," "," ",123,9.4615384615 
"OWW04440-0582",2004,1,"G/P",10/14/2004,"16",16,15,15,13,17,20,15,7,7,8,8,10,9, , , ,"P"," "," ",160,12.307692308 
"OWW04440-0584",2004,1,"G/P",09/11/2004,"2",5,6,1,1,20,0,0,0,0,0,0,4,4, , , ,"P"," "," ",41,3.1538461538 
"OWW04440-0585",2004,1,"G/P",06/30/2004,"3",12,7,13,10,14,13,7,7,7,8,8,8,8, , , ,"P"," "," ",122,9.3846153846 
"OWW04440-0586",2004,1,"R/R",08/16/2004,"2",7, , ,13,13,18, ,9,9,9,9,10,10,11,7,19,"R"," "," ",144,11.076923077 
"OWW04440-0587",2004,1,"G/P",10/05/2004,"11",17,18,16,17,18,19,10,8,7,8,7,9,7, , , ,"P"," "," ",161,12.384615385 
"OWW04440-0592",2004,1,"G/P",07/25/2004,"5",1,6,6,1,20,6,2,1,1,2,2,1,4, , , ,"P"," "," ",53,4.0769230769 
"OWW04440-0594",2004,1,"G/P",08/22/2004,"2",5,11,4,3,13,15,6,2,2,4,4,6,7, , , ,"P"," "," ",82,6.3076923077 
"OWW04440-0595",2004,1,"G/P",09/21/2004,"1",13,11,4,4,3,12,9,6,6,5,6,9,9, , , ,"P"," "," ",97,7.4615384615 
"OWW04440-0597",2004,1,"G/P",08/31/2004,"8",6,8,8,5,9,18,13,7,5,5,4,8,3, , , ,"P"," "," ",99,7.6153846154 
"OWW04440-0599",2004,1,"R/R",08/11/2004,"4",15, , ,14,11,20, ,6,6,10,10,10,8,11,15,12,"R"," "," ",148,11.384615385 
"OWW04440-0605",2004,1,"G/P",08/25/2004,"13",8,11,10,11,5,13,6,8,8,6,6,2,2, , , ,"P"," "," ",96,7.3846153846 
"OWW04440-0608",2004,1,"G/P",09/08/2004,"16",13,12,13,10,16,11,1,8,8,7,7,1,1, , , ,"P"," "," ",108,8.3076923077 
"OWW04440-0611",2004,1,"G/P",09/27/2004,"11",12,16,10,17,17,19,13,9,8,10,8,9,9, , , ,"P"," "," ",157,12.076923077 
"OWW04440-0612",2004,1,"R/R",10/13/2004,"7",4, , ,7,20,20, ,2,2,1,1,0,0,5,14,7,"R"," "," ",83,6.3846153846 
"OWW04440-0616",2004,1,"G/P",09/28/2004,"11",4,9,7,15,13,17,8,9,9,9,9,10,9, , , ,"P"," "," ",128,9.8461538462 
"OWW04440-0617",2004,1,"G/P",08/12/2004,"10",18,16,5,5,10,19,12,8,8,8,8,8,8, , , ,"P"," "," ",133,10.230769231 
"OWW04440-0618",2004,1,"R/R",08/11/2004,"1",14, , ,12,12,19, ,8,7,9,7,8,3,17,13,15,"R"," "," ",144,11.076923077 
"OWW04440-0620",2004,1,"R/R",08/21/2004,"2",18, , ,7,15,14, ,4,4,8,8,8,8,13,14,14,"R"," "," ",135,10.384615385 
"OWW04440-0624",2004,1,"G/P",09/14/2004,"2",8,7,9,14,8,17,6,8,8,5,7,3,8, , , ,"P"," "," ",108,8.3076923077 
"OWW04440-0625",2004,1,"G/P",10/12/2004,"1",12,16,15,12,17,17,16,8,9,9,8,8,9, , , ,"P"," "," ",156,12 
"OWW04440-0626",2004,1,"G/P",08/21/2004,"2",2,3,7,18,1,13,7,6,6,6,6,3,3, , , ,"P"," "," ",81,6.2307692308 
"OWW04440-0629",2004,1,"G/P",10/19/2004,"2",11,5,9,17,14,16,15,7,7,9,9,10,10, , , ,"P"," "," ",139,10.692307692 
"OWW04440-0630",2004,1,"R/R",07/22/2004,"1",10, , ,2,10,16, ,2,2,3,3,6,9,3,5,0,"R"," "," ",71,5.4615384615 
"OWW04440-0631",2004,1,"G/P",10/13/2004,"16",16,15,16,15,16,20,16,8,8,9,9,10,10, , , ,"P"," "," ",168,12.923076923 
"OWW04440-0632",2004,1,"G/P",08/16/2004,"4",10,16,5,8,11,0,5,7,7,6,6,3,6, , , ,"P"," "," ",90,6.9230769231 
"OWW04440-0634",2004,1,"R/R",08/09/2004,"3",14, , ,13,12,19, ,9,9,7,7,10,10,12,14,18,"R"," "," ",154,11.846153846 
"OWW04440-0636",2004,1,"R/R",09/21/2004,"2",9, , ,7,9,19, ,5,7,5,7,10,10,10,10,0,"R"," "," ",108,8.3076923077 
"OWW04440-0640",2004,1,"G/P",10/14/2004,"2",8,10,6,8,15,20,8,2,2,5,5,1,1, , , ,"P"," "," ",91,7 
"OWW04440-0646",2004,1,"R/R",08/24/2004,"3",14, , ,16,15,15, ,6,6,8,5,6,1,16,14,16,"R"," "," ",138,10.615384615 
"OWW04440-0647",2004,1,"G/P",09/12/2004,"1",1,5,4,1,20,10,3,2,2,3,3,4,3, , , ,"P"," "," ",61,4.6923076923 
"OWW04440-0649",2004,1,"G/P",09/30/2004,"3",7,3,14,11,12,11,12,2,2,3,3,3,3, , , ,"P"," "," ",86,6.6153846154 
"OWW04440-0650",2004,1,"G/P",10/06/2004,"17",19,15,4,13,19,19,19,9,9,10,10,10,10, , , ,"P"," "," ",166,12.769230769 
"OWW04440-0651",2004,1,"G/P",10/04/2004,"11",15,14,16,15,17,18,8,9,8,8,7,9,8, , , ,"P"," "," ",152,11.692307692 
"OWW04440-0657",2004,1,"R/R",09/29/2004,"2",14, , ,17,9,18, ,9,9,8,6,4,3,18,15,10,"R"," "," ",140,10.769230769 
"OWW04440-0658",2004,1,"R/R",09/30/2004,"2",19, , ,14,20,19, ,9,9,9,10,9,10,18,20,12,"R"," "," ",178,13.692307692 
"OWW04440-0660",2004,1,"R/R",09/27/2004,"1",13, , ,10,11,19, ,8,9,9,9,9,9,9,10,17,"R"," "," ",142,10.923076923 
"OWW04440-0661",2004,1,"G/P",08/04/2004,"6",16,16,16,17,14,19,16,7,8,8,8,10,10, , , ,"P"," "," ",165,12.692307692 
"OWW04440-0663",2004,1,"G/P",08/24/2004,"4",11,13,16,9,18,20,13,10,10,9,9,10,10, , , ,"P"," "," ",158,12.153846154 
"OWW04440-0665",2004,1,"G/P",06/30/2004,"2",8,10,9,17,18,15,11,6,6,5,5,3,2, , , ,"P"," "," ",115,8.8461538462 
"OWW04440-0666",2004,1,"R/R",10/15/2004,"2",2, , ,3,13,6, ,1,1,0,0,0,0,2,8,7,"R"," "," ",43,3.3076923077 
"OWW04440-0669",2004,1,"G/P",08/05/2004,"6",18,15,16,18,16,20,10,5,5,8,8,8,6, , , ,"P"," "," ",153,11.769230769 
"OWW04440-0670",2004,1,"G/P",09/13/2004,"2",18,17,14,9,13,14,8,1,3,5,5,5,3, , , ,"P"," "," ",115,8.8461538462 
"OWW04440-0672",2004,1,"G/P",09/12/2004,"2",16,6,16,18,18,19,9,9,9,9,8,9,7, , , ,"P"," "," ",153,11.769230769 
"OWW04440-0676",2004,1,"R/R",09/14/2004,"1",17, , ,13,20,19, ,9,9,9,9,5,5,14,15,20,"R"," "," ",164,12.615384615 
"OWW04440-0677",2004,1,"G/P",07/15/2004,"1",11,9,9,15,9,17,9,4,5,4,4,2,2, , , ,"P"," "," ",100,7.6923076923 
"OWW04440-0678",2004,1,"G/P",10/11/2004,"16",4,8,11,4,7,16,10,1,1,3,3,8,8, , , ,"P"," "," ",84,6.4615384615 
"OWW04440-0680",2004,1,"G/P",11/09/2004,"11",9,12,11,17,18,16,8,7,9,8,8,5,8, , , ,"P"," "," ",136,10.461538462 
"OWW04440-0682",2004,1,"R/R",08/24/2004,"2",6, , ,19,15,19, ,9,9,9,9,9,9,19,18,19,"R"," "," ",169,13 
"OWW04440-0683",2004,1,"G/P",10/15/2004,"5",11,11,10,12,20,20,13,10,10,10,10,10,10, , , ,"P"," "," ",157,12.076923077 
"OWW04440-0686",2004,1,"G/P",07/26/2004,"7",5,6,5,4,18,18,15,9,9,4,2,2,1, , , ,"P"," "," ",98,7.5384615385 
"OWW04440-0692",2004,1,"G/P",09/29/2004,"1",2,6,5,4,8,2,0,3,3,2,1,3,1, , , ,"P"," "," ",40,3.0769230769 
"OWW04440-0693",2004,1,"G/P",09/29/2004,"1",18,20,20,19,15,20,10,10,9,8,8,10,4, , , ,"P"," "," ",171,13.153846154 
"OWW04440-0694",2004,1,"R/R",09/30/2004,"2",19, , ,17,17,19, ,8,8,9,9,8,9,15,19,18,"R"," "," ",175,13.461538462 
"OWW04440-0696",2004,1,"G/P",09/22/2004,"1",4,13,7,8,16,20,8,9,9,8,8,6,6, , , ,"P"," "," ",122,9.3846153846 
"OWW04440-0697",2004,1,"R/R",06/30/2004,"2",5, , ,5,11,20, ,5,8,7,8,5,10,3,9,8,"R"," "," ",104,8 
"OWW04440-0698",2004,1,"R/R",10/05/2004,"1",20, , ,19,13,20, ,10,10,10,10,10,10,18,15,19,"R"," "," ",184,14.153846154 
"OWW04440-0700",2004,1,"R/R",09/20/2004,"2",10, , ,7,9,14, ,8,5,9,5,10,3,10,11,12,"R"," "," ",113,8.6923076923 
"OWW04440-0708",2004,1,"R/R",09/02/2004,"1",18, , ,19,20,16, ,10,9,10,9,7,2,19,13,20,"R"," "," ",172,13.230769231 
"OWW04440-0709",2004,1,"R/R",07/16/2004,"1",18, , ,19,19,20, ,10,10,10,10,10,10,19,15,18,"R"," "," ",188,14.461538462 
"OWW04440-0712",2004,1,"G/P",09/10/2004,"2",5,16,3,18,7,17,6,8,8,5,5,1,2, , , ,"P"," "," ",101,7.7692307692 
"OWW04440-0713",2004,1,"G/P",10/20/2004,"2",17,15,15,19,20,20,10,8,8,9,8,9,8, , , ,"P"," "," ",166,12.769230769 
"OWW04440-0717",2004,1,"R/R",09/03/2004,"1",12, , ,19,7,20, ,9,9,7,7,2,5,18,13,19,"R"," "," ",147,11.307692308 
"OWW04440-0723",2004,1,"G/P",08/12/2004,"1",7,12,14,16,19,16,10,5,5,6,6,7,7, , , ,"P"," "," ",130,10 
"OWW04440-0725",2004,1,"R/R",07/20/2004,"1",18, , ,19,9,19, ,9,9,9,9,10,10,18,8,17,"R"," "," ",164,12.615384615 
"OWW04440-0727",2004,1,"R/R",10/12/2004,"4",18, , ,15,13,20, ,8,8,10,10,10,10,18,15,14,"R"," "," ",169,13 
"OWW04440-0736",2004,1,"G/P",10/08/2004,"2",1,6,1,1,6,12,8,4,4,4,4,2,0, , , ,"P"," "," ",53,4.0769230769 
"OWW04440-0739",2004,1,"G/P",09/08/2004,"1",13,16,11,13,5,16,16,7,7,6,6,7,9, , , ,"P"," "," ",132,10.153846154 
"OWW04440-0743",2004,1,"G/P",10/05/2004,"4",10,9,0,1,13,0,0,7,7,7,7,4,4, , , ,"P"," "," ",69,5.3076923077 
"OWW04440-0747",2004,1,"R/R",10/09/2004,"5",5, , ,3,12,12, ,9,9,9,9,10,10,2,19,10,"R"," "," ",119,9.1538461538 
"OWW04440-0750",2004,1,"R/R",07/28/2004,"7",16, , ,7,15,15, ,3,7,4,9,3,8,6,18,20,"R"," "," ",131,10.076923077 
"OWW04440-0752",2004,1,"R/R",10/06/2004,"2",13, , ,15,8,15, ,8,8,8,8,9,9,18,2,3,"R"," "," ",124,9.5384615385 
"OWW04440-0760",2004,1,"G/P",10/07/2004,"2",15,16,15,7,18,15,13,5,3,7,7,10,10, , , ,"P"," "," ",141,10.846153846 
"OWW04440-0762",2004,1,"G/P",10/09/2004,"2",13,9,8,6,17,15,9,1,1,4,4,1,2, , , ,"P"," "," ",90,6.9230769231 
"OWW04440-0766",2004,1,"R/R",09/20/2004,"2",19, , ,14,12,20, ,7,7,10,10,10,10,19,19,19,"R"," "," ",176,13.538461538 
"OWW04440-0771",2004,1,"G/P",10/25/2004,"2",7,12,5,18,8,13,7,8,8,6,6,5,8, , , ,"P"," "," ",111,8.5384615385 
"OWW04440-0772",2004,1,"R/R",09/16/2004,"2",13, , ,9,7,19, ,7,7,5,5,4,2,7,9,9,"R"," "," ",103,7.9230769231 
"OWW04440-0773",2004,1,"G/P",09/28/2004,"9",13,11,15,5,17,15,9,2,2,8,8,8,7, , , ,"P"," "," ",120,9.2307692308 
"OWW04440-0774",2004,1,"R/R",10/10/2004,"1",13, , ,9,13,19, ,5,5,5,5,2,2,8,10,19,"R"," "," ",115,8.8461538462 
"OWW04440-0775",2004,1,"G/P",10/23/2004,"2",17,16,15,19,20,20,18,10,10,8,8,10,10, , , ,"P"," "," ",181,13.923076923 
"OWW04440-0784",2004,1,"R/R",10/22/2004,"2",8, , ,7,20,8, ,4,4,5,5,6,6,4,13,10,"R"," "," ",100,7.6923076923 
"OWW04440-0785",2004,1,"R/R",07/20/2004,"3",12, , ,12,15,12, ,6,7,7,7,6,4,10,17,11,"R"," "," ",126,9.6923076923 
"OWW04440-0791",2004,1,"R/R",10/18/2004,"4",15, , ,15,8,20, ,7,7,9,9,10,10,18,14,17,"R"," "," ",159,12.230769231 
"OWW04440-0797",2004,1,"G/P",08/07/2004,"6",14,19,18,15,9,19,9,6,8,7,7,6,8, , , ,"P"," "," ",145,11.153846154 
"OWW04440-0798",2004,1,"R/R",10/05/2004,"1",16, , ,15,15,17, ,7,7,7,6,7,6,16,16,17,"R"," "," ",152,11.692307692 
"OWW04440-0801",2004,1,"G/P",07/25/2004,"2",4,11,1,19,9,20,6,9,9,9,9,10,10, , , ,"P"," "," ",126,9.6923076923 
"OWW04440-0803",2004,1,"G/P",08/04/2004,"8",12,12,9,18,19,19,15,9,9,8,8,7,7, , , ,"P"," "," ",152,11.692307692 
"OWW04440-0804",2004,1,"R/R",09/13/2004,"1",3, , ,1,12,7, ,7,6,2,2,2,2,4,8,13,"R"," "," ",69,5.3076923077 
"OWW04440-0805",2004,1,"R/R",07/28/2004,"1",18, , ,12,12,20, ,8,8,9,9,9,10,19,20,18,"R"," "," ",172,13.230769231 
"OWW04440-0807",2004,1,"G/P",10/21/2004,"2",6,10,6,5,14,16,8,1,1,5,5,3,3, , , ,"P"," "," ",83,6.3846153846 
"OWW04440-0809",2004,1,"G/P",08/12/2004,"2",10,8,10,13,16,20,11,2,2,2,2,10,8, , , ,"P"," "," ",114,8.7692307692 
"OWW04440-0811",2004,1,"R/R",10/27/2004,"5",16, , ,15,20,20, ,10,9,10,9,10,10,16,18,17,"R"," "," ",180,13.846153846 
"OWW04440-0814",2004,1,"R/R",08/10/2004,"7",11, , ,5,19,16, ,6,6,8,8,10,9,1,6,1,"R"," "," ",106,8.1538461538 
"OWW04440-0822",2004,1,"R/R",09/23/2004,"2",10, , ,2,10,16, ,3,3,5,5,10,10,4,11,0,"R"," "," ",89,6.8461538462 
"OWW04440-0823",2004,1,"G/P",10/25/2004,"1",13,15,15,7,16,14,9,4,4,6,6,4,4, , , ,"P"," "," ",117,9 
"OWW04440-0825",2004,1,"R/R",07/25/2004,"3",14, , ,15,16,20, ,10,10,10,10,9,7,19,15,17,"R"," "," ",172,13.230769231 
"OWW04440-0828",2004,1,"G/P",10/24/2004,"2",8,12,20,12,20,18,15,9,9,10,10,8,7, , , ,"P"," "," ",158,12.153846154 
"OWW04440-0829",2004,1,"G/P",10/27/2004,"2",9,10,5,11,14,19,9,4,5,3,4,5,5, , , ,"P"," "," ",103,7.9230769231 
"OWW04440-0830",2004,1,"G/P",10/05/2004,"1",15,13,15,15,10,20,14,6,6,6,6,10,10, , , ,"P"," "," ",146,11.230769231 
"OWW04440-0835",2004,1,"G/P",08/10/2004,"8",15,16,18,15,13,20,14,7,5,5,5,9,9, , , ,"P"," "," ",151,11.615384615 
"OWW04440-0836",2004,1,"R/R",09/22/2004,"1",3, , ,4,8,15, ,2,2,3,3,8,7,2,8,8,"R"," "," ",73,5.6153846154 
"OWW04440-0841",2004,1,"G/P",09/02/2004,"1",14,10,10,15,16,20,18,3,3,5,5,10,9, , , ,"P"," "," ",138,10.615384615 
"OWW04440-0845",2004,1,"R/R",09/15/2004,"1",3, , ,2,7,17, ,4,5,5,7,8,8,1,11,4,"R"," "," ",82,6.3076923077 
"OWW04440-0846",2004,1,"R/R",09/23/2004,"7",9, , ,15,8,20, ,6,8,10,10,10,10,11,10,13,"R"," "," ",140,10.769230769 
"OWW04440-0849",2004,1,"R/R",10/22/2004,"3",13, , ,9,18,16, ,7,7,8,8,9,9,11,19,16,"R"," "," ",150,11.538461538 
"OWW04440-0853",2004,1,"G/P",08/13/2004,"2",18,16,18,17,18,19,10,8,9,6,8,4,10, , , ,"P"," "," ",161,12.384615385 
"OWW04440-0854",2004,1,"R/R",09/21/2004,"1",6, , ,3,8,14, ,3,4,5,5,7,9,2,5,0,"R"," "," ",71,5.4615384615 
"OWW04440-0857",2004,1,"G/P",10/18/2004,"9",13,16,5,10,9,20,19,8,8,10,10,10,10, , , ,"P"," "," ",148,11.384615385 
"OWW04440-0861",2004,1,"G/P",10/23/2004,"2",18,15,15,10,11,15,13,8,8,5,5,3,3, , , ,"P"," "," ",129,9.9230769231 
"OWW04440-0862",2004,1,"R/R",10/25/2004,"7",17, , ,8,14,20, ,7,7,10,10,10,10,5,15,12,"R"," "," ",145,11.153846154 
"OWW04440-0865",2004,1,"G/P",09/06/2004,"9",6,6,5,6,5,15,15,2,2,2,2,8,8, , , ,"P"," "," ",82,6.3076923077 
"OWW04440-0877",2004,1,"G/P",09/09/2004,"2",15,16,16,11,20,20,8,8,8,8,8,10,10, , , ,"P"," "," ",158,12.153846154 
"OWW04440-0878",2004,1,"R/R",10/06/2004,"1",20, , ,18,19,20, ,9,9,10,10,10,10,18,19,20,"R"," "," ",192,14.769230769 
"OWW04440-0886",2004,1,"R/R",11/03/2004,"7",15, , ,10,20,20, ,7,7,10,10,10,10,5,7,12,"R"," "," ",143,11 
"OWW04440-0889",2004,1,"G/P",09/25/2004,"1",12,14,10,15,20,6,0,8,9,5,5,3,6, , , ,"P"," "," ",113,8.6923076923 
"OWW04440-0899",2004,1,"G/P",08/19/2004,"1",10,6,8,5,5,11,9,7,7,6,6,6,1, , , ,"P"," "," ",87,6.6923076923 
"OWW04440-0901",2004,1,"G/P",09/18/2004,"1",20,15,11,6,20,19,9,9,8,2,2,8,8, , , ,"P"," "," ",137,10.538461538 
"OWW04440-0910",2004,1,"R/R",09/29/2004,"7",13, , ,13,15,19, ,6,8,9,9,10,9,13,15,14,"R"," "," ",153,11.769230769 
"OWW04440-0913",2004,1,"R/R",10/05/2004,"2",5, , ,5,17,19, ,1,1,9,9,8,9,1,11,17,"R"," "," ",112,8.6153846154 
"OWW04440-0917",2004,1,"G/P",09/22/2004,"8",15,16,19,17,11,20,8,9,9,9,9,10,10, , , ,"P"," "," ",162,12.461538462 
"OWW04440-0921",2004,1,"G/P",10/28/2004,"2",6,7,3,9,1,7,4,8,9,8,7,5,9, , , ,"P"," "," ",83,6.3846153846 
"OWW04440-0932",2004,1,"R/R",10/12/2004,"1",19, , ,17,18,20, ,8,7,9,9,10,10,18,15,19,"R"," "," ",179,13.769230769 
"OWW04440-0937",2004,1,"G/P",10/22/2004,"2",9,11,12,8,15,20,13,5,5,9,9,10,10, , , ,"P"," "," ",136,10.461538462 
"OWW04440-0945",2004,1,"G/P",10/26/2004,"2",20,14,15,18,19,20,19,9,8,10,10,10,10, , , ,"P"," "," ",182,14 
"OWW04440-0950",2004,1,"R/R",10/26/2004,"1",17, , ,13,16,18, ,7,7,7,6,8,8,13,18,15,"R"," "," ",153,11.769230769 
"OWW04440-0953",2004,1,"G/P",09/17/2004,"1",20,16,15,9,17,20,18,9,7,9,8,10,9, , , ,"P"," "," ",167,12.846153846 
"OWW04440-0963",2004,1,"G/P",09/28/2004,"8",6,7,3,3,2,16,16,4,4,3,3,6,7, , , ,"P"," "," ",80,6.1538461538 
"OWW04440-0964",2004,1,"R/R",10/13/2004,"1",19, , ,19,18,20, ,9,9,8,8,10,10,20,18,19,"R"," "," ",187,14.384615385 
"OWW04440-0969",2004,1,"G/P",10/02/2004,"3",8,6,5,5,13,11,13,6,6,2,2,4,3, , , ,"P"," "," ",84,6.4615384615 
"OWW04440-0974",2004,1,"R/R",10/06/2004,"1",6, , ,6,12,12, ,4,5,3,3,2,1,6,12,10,"R"," "," ",82,6.3076923077 
"OWW04440-0980",2004,1,"R/R",10/20/2004,"19",16, , ,17,16,17, ,8,8,8,8,10,10,18,15,8,"R"," "," ",159,12.230769231 
"OWW04440-0985",2004,1,"G/P",08/25/2004,"9",1,6,1,6,7,15,8,9,9,9,9,8,9, , , ,"P"," "," ",97,7.4615384615 
"OWW04440-0989",2004,1,"G/P",10/20/2004,"13",14,11,10,13,8,14,10,8,8,5,5,3,5, , , ,"P"," "," ",114,8.7692307692 
"OWW04440-0993",2004,1,"G/P",10/06/2004,"2",18,9,15,7,15,20,18,3,3,9,9,8,10, , , ,"P"," "," ",144,11.076923077 
"OWW04440-1001",2004,1,"G/P",10/30/2004,"2",18,15,19,13,16,20,18,8,8,10,10,9,9, , , ,"P"," "," ",173,13.307692308 
"OWW04440-1006",2004,1,"R/R",10/26/2004,"7",12, , ,8,11,20, ,10,9,9,4,10,4,10,15,13,"R"," "," ",135,10.384615385 
"OWW04440-1022",2004,1,"G/P",11/03/2004,"1",13,7,12,9,11,19,10,6,6,6,6,10,10,12,20,14,"P"," "," ",171,10.6875 
"OWW04440-1022",2004,1,"R/R",11/03/2004,"1",13, , ,9,11,19, ,6,6,6,6,10,10,12,20,14,"R"," "," ",142,10.923076923 
"OWW04440-1028",2004,1,"R/R",10/27/2004,"7",11, , ,6,17,15, ,8,9,2,7,2,8,9,11,7,"R"," "," ",112,8.6153846154 
"OWW04440-1037",2004,1,"R/R",10/21/2004,"1",19, , ,18,15,13, ,8,8,7,8,8,8,14,19,14,"R"," "," ",159,12.230769231 
"OWW04440-1038",2004,1,"G/P",10/25/2004,"3",15,14,16,12,17,10,10,4,4,6,6,1,1,11,16,9,"P"," "," ",152,9.5 
"OWW04440-1038",2004,1,"R/R",10/25/2004,"3",14, , ,10,17,10, ,4,4,6,6,1,1,11,16,9,"R"," "," ",109,8.3846153846 
"OWW04440-1041",2004,1,"R/R",10/23/2004,"3",16, , ,15,17,19, ,9,9,9,9,9,9,16,15,18,"R"," "," ",170,13.076923077 
"OWW04440-1054",2004,1,"R/R",11/09/2004,"2",15, , ,9,12,20, ,5,5,3,3,10,10,10,13,19,"R"," "," ",134,10.307692308 
"OWW04440-1056",2004,1,"G/P",11/07/2004,"2",10,9,12,10,18,13,9,3,3,6,6,4,3,9,9,1,"P"," "," ",125,7.8125 
"OWW04440-1056",2004,1,"R/R",11/07/2004,"2",10, , ,10,18,13, ,3,3,6,6,4,3,9,9,1,"R"," "," ",95,7.3076923077 
"OWW04440-1059",2004,1,"G/P",11/15/2004,"6",5,8,0,4,20,20,10,6,6,5,5,5,5, , , ,"P"," "," ",99,7.6153846154 
"OWW04440-1061",2004,1,"G/P",10/27/2004,"1",16,15,1,10,1,11,19,9,9,9,9,10,10, , , ,"P"," "," ",129,9.9230769231 
"OWW04440-1069",2004,1,"G/P",10/23/2004,"1",5,18,17,15,13,20,10,9,9,8,7,10,5,11,14,16,"P"," "," ",187,11.6875 
"OWW04440-1069",2004,1,"R/R",10/23/2004,"1",4, , ,4,13,20, ,9,9,8,7,10,5,11,14,16,"R"," "," ",130,10 
"OWW04440-1070",2004,1,"R/R",11/10/2004,"1",16, , ,10,15,12, ,7,7,8,8,6,5,13,14,16,"R"," "," ",137,10.538461538 
"OWW04440-1086",2004,1,"R/R",11/17/2004,"1",16, , ,13,10,20, ,10,10,10,10,10,10,13,10,17,"R"," "," ",159,12.230769231 
"OWW04440-1088",2004,1,"G/P",11/08/2004,"2",8,12,8,9,19,13,12,6,6,4,4,1,6,10,14,13,"P"," "," ",145,9.0625 
"OWW04440-1088",2004,1,"R/R",11/08/2004,"2",8, , ,9,19,13, ,6,6,4,4,1,6,10,14,13,"R"," "," ",113,8.6923076923 
"OWW04440-1125",2004,1,"R/R",11/10/2004,"1",13, , ,14,18,18, ,5,8,5,7,2,8,13,11,17,"R"," "," ",139,10.692307692 
"OWW04440-1141",2004,1,"G/P",11/15/2004,"1",6,15,12,11,20,19,18,8,4,3,2,9,10,18,11,10,"P"," "," ",176,11 
"OWW04440-1141",2004,1,"R/R",11/15/2004,"1",9, , ,10,10,16, ,1,1,2,2,10,10,18,11,10,"R"," "," ",110,8.4615384615 
"OWW04440-1377",2004,1,"G/P",11/02/2004,"9",16,10,15,15,15,18,10,6,6,7,7,8,10, , , ,"P"," "," ",143,11 
"VAEQ99-0421",2004,1,"G/P",09/21/2004,"2",10,10,13,8,19,17,7,7,5,7,6,3,7,13,16,12,"P"," "," ",160,10 
"VAEQ99-0421",2004,1,"R/R",09/21/2004,"2",7, , ,5,19,17, ,7,5,7,6,3,7,13,16,12,"R"," "," ",124,9.5384615385 
"VAEQ99-0422",2004,1,"R/R",10/26/2004,"2",15, , ,9,16,17, ,8,4,8,3,8,2,6,15,16,"R"," "," ",127,9.7692307692 
"VAEQ99-0425",2004,1,"G/P",08/23/2004,"1",10,9,10,14,17,20,14,7,8,6,6,6,6, , , ,"P"," "," ",133,10.230769231 
"VAEQ99-0426",2004,1,"G/P",09/20/2004,"2",15,10,10,11,14,15,9,7,5,7,5,10,7,13,13,19,"P"," "," ",170,10.625 
"VAEQ99-0426",2004,1,"R/R",09/20/2004,"2",13, , ,9,14,15, ,7,5,7,5,10,7,13,13,19,"R"," "," ",137,10.538461538 
"VAEQ99-0427",2004,1,"R/R",10/06/2004,"2",19, , ,10,8,20, ,9,9,9,9,10,10,17,15,18,"R"," "," ",163,12.538461538 
"VAEQ99-0433",2004,1,"R/R",08/26/2004,"2",19, , ,12,14,8, ,8,8,5,8,8,6,13,8,19,"R"," "," ",136,10.461538462 
"VAEQ99-0434",2004,1,"G/P",09/16/2004,"1",17,15,20,13,20,20,13,7,7,10,10,10,10, , , ,"P"," "," ",172,13.230769231 
"VAEQ99-0436",2004,1,"G/P",09/23/2004,"2",10,9,9,9,16,20,10,7,7,8,8,6,10, , , ,"P"," "," ",129,9.9230769231 
"VAEQ99-0437",2004,1,"R/R",10/18/2004,"2",15, , ,18,20,20, ,10,10,9,10,9,10,15,15,18,"R"," "," ",179,13.769230769 
"VAEQ99-0438",2004,1,"R/R",09/15/2004,"2",20, , ,18,15,20, ,9,6,10,10,10,10,16,14,19,"R"," "," ",177,13.615384615 
"VAEQ99-0441",2004,1,"G/P",08/30/2004,"2",17,16,16,14,18,20,7,10,9,10,9,10,9,17,16,19,"P"," "," ",217,13.5625 
